Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Amazon_TestSuite_ValidateCategoryDropdownButton_002,Chrome 121.0.0.0,,,01-02-2024 23:00:49,01-02-2024 23:01:51,1m - 2.270s,PASSED
,,,,,,,
Test Cases/Handling_and_Validating_Buttons/TC_Amazon_ValidateCategoryDropdownButton_002,Chrome 121.0.0.0,,,01-02-2024 23:00:53,01-02-2024 23:01:51,57.591s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 121.0.0.0,,,01-02-2024 23:00:53,01-02-2024 23:00:56,2.296s,PASSED
"selectOptionByLabel(findTestObject(""Object Repository/AmazonPages/Amazon_ValidateCategoryDropdownButton_OR/Page_Amazon.com. Spend less. Smile more/select_All Departments        Arts  Crafts _135c92""), ""Books"", true)",Chrome 121.0.0.0,,,01-02-2024 23:00:56,01-02-2024 23:01:46,50.173s,PASSED
"verifyOptionSelectedByLabel(findTestObject(""AmazonPages/Amazon_ValidateCategoryDropdownButton_OR/Page_Amazon.com. Spend less. Smile more/select_All Departments        Arts  Crafts _135c92""), ""Books"", true, 0)",Chrome 121.0.0.0,,,01-02-2024 23:01:46,01-02-2024 23:01:51,4.896s,PASSED
