Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Amazon_TestSuite_ValidateCategoryDropdownListElement_004,Chrome 121.0.0.0,,,02-02-2024 12:51:11,02-02-2024 12:51:36,25.477s,PASSED
,,,,,,,
Test Cases/Builtin_and_Custom_Keywords/TC_Amazon_ValidateCategoryDropdownListElement_004,Chrome 121.0.0.0,,,02-02-2024 12:51:16,02-02-2024 12:51:36,20.846s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 121.0.0.0,,,02-02-2024 12:51:16,02-02-2024 12:51:18,2.781s,PASSED
"selectOptionByLabel(findTestObject(""Object Repository/AmazonPages/Amazon_ValidateCategoryDropdownListElement_OR/Page_Amazon.com. Spend less. Smile more/select_All Departments        Arts  Crafts _135c92""), ""Electronics"", true)",Chrome 121.0.0.0,,,02-02-2024 12:51:19,02-02-2024 12:51:32,13.271s,PASSED
"com.qa.test.customFunctions.CheckDropDownListElementExist(findTestObject(""AmazonPages/Amazon_ValidateCategoryDropdownListElement_OR/Page_Amazon.com. Spend less. Smile more/select_All Departments        Arts  Crafts _135c92""), ""Electronics"")",Chrome 121.0.0.0,,,02-02-2024 12:51:32,02-02-2024 12:51:36,4.372s,PASSED
